ID,Age,Ethnicity,Education,Income,Gender,Gender_4_TEXT,Party,Sup_MP1_1,Jus_MP1_1,Like_MP1_1,Sup_MP2_1,Jus_MP2_1,Like_MP2_1,Sup_MP3_1,Jus_MP3_1,Like_MP3_1,Sup_MP4_1,Jus_MP4_1,Like_MP4_1,Sup_MP5_1,Jus_MP5_1,Like_MP5_1,Sup_OG1_1,Jus_OG1_1,Like_OG1_1,Sup_OG2_1,Jus_OG2_1,Like_OG2_1,Sup_OG3_1,Jus_OG3_1,Like_OG3_1,Sup_OG4_1,Jus_OG4_1,Like_OG4_1,Sup_OG5_1,Jus_OG5_1,Like_OG5_1,Sup_IP1_1,Jus_IP1_1,Like_IP1_1,Sup_IP2_1,Jus_IP2_1,Like_IP2_1,Sup_IP3_1,Jus_IP3_1,Like_IP3_1,Sup_IP4_1,Jus_IP4_1,Like_IP4_1,Sup_IP5_1,Jus_IP5_1,Like_IP5_1,Comp,Comment,Condition,Comprehend
R_eDLYjxkKnasznbP,18-34,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,28,1,1,48,72,81,22,1,1,100,100,100,1,1,1,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_4Z7oTbTW3lVGcIF,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Democrat,100,93,100,91,80,81,100,91,93,100,100,100,91,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_1qg5FBbhWDkVHEh,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,68,86,100,1,2,1,1,1,1,,,,,,,,,,,,,,,,Republican Party,No.,Actual-P Condition,Pass
R_1rv8g9PMXG45IL9,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,100,100,100,100,100,100,62,72,64,40,69,70,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no I think the republican party would appose or not be happy with any of it,Meta-P Condition,Pass
R_3r1GrDfvFMwlQKH,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,100,100,100,100,97,100,50,56,100,100,99,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,Thank you for this survey. It was interesting. ,Meta-P Condition,Pass
R_0uOUWIoNrU4DtaV,55+,Non-Hispanic White,College Degree,$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,24,69,78,80,78,79,77,77,73,68,77,80,69,73,Republican Party,,Ingroup-P Condition,Pass
R_3ilrhxpcWWHz9TP,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,100,100,96,82,94,80,99,90,99,87,99,100,88,80,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,none,Meta-P Condition,Pass
R_2YQDVixjfVgIEZp,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,68,80,84,75,80,80,82,64,64,66,67,65,71,65,Republican Party,None,Ingroup-P Condition,Pass
R_3s0lzoFWPUbB5O9,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99,96,78,75,76,30,30,31,5,18,20,9,8,9,Democratic Party,Nothing,Ingroup-P Condition,Pass
R_2SCZzrAyh8sVNa9,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,91,92,92,20,21,22,100,100,100,30,21,42,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_3M0tuf9NwN84LjF,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,61,41,35,82,92,41,81,85,73,82,65,50,84,84,Democratic Party,there`s allot of changes to be made,Ingroup-P Condition,Pass
R_7VfGsaToJthLv2N,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,91,71,100,85,27,78,1,1,1,1,27,31,79,84,41,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1rd155MQRUyMYNS,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,100,100,100,28,25,27,28,100,76,100,100,100,99,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2RUrUG9sucaFYke,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,27,25,17,13,18,1,73,74,75,3,19,5,16,30,9,,,,,,,,,,,,,,,,Democratic Party,"None 
",Actual-P Condition,Pass
R_RPrMgMpBPk2j28x,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,30,34,61,37,32,31,86,100,100,98,88,89,100,85,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_1nW8v2AU85QqXpH,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,89,78,61,61,61,100,100,100,1,3,1,51,58,52,Democratic Party,,Ingroup-P Condition,Pass
R_1OHPrgzYvVAU6su,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,66,61,62,62,59,59,74,75,72,66,56,60,67,65,32,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_Qn2r99zDkCYW3HX,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,100,100,100,100,100,100,89,76,1,100,100,100,79,81,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,N/a,Meta-P Condition,Pass
R_3itoJGGm7M6nBi8,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,94,100,93,98,96,50,51,50,88,98,92,5,9,4,Democratic Party,We need to not worry about which party did what and focus on representing Americans. Politicians fight for themselves not the people they “represent”,Ingroup-P Condition,Pass
R_2TBqPHQiov9PkMm,18-34,Non-Hispanic White,College Degree,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,76,74,73,67,76,68,83,81,99,68,90,76,59,66,58,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1P6Sr3I22sEgTDP,18-34,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,32,31,1,1,1,69,71,100,81,88,77,100,11,79,Democratic Party,,Ingroup-P Condition,Pass
R_3HRjXVKeibWf04x,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,83,82,81,100,100,100,81,82,80,100,100,100,Democratic Party,,Ingroup-P Condition,Pass
R_0vtbCv0rWvuC0LL,18-34,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,61,64,60,100,100,100,100,100,100,87,81,100,74,72,53,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_2c26wFeF5f6biYQ,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_1Idg6ugGDzdvWSZ,18-34,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Republican,97,99,87,92,81,100,100,86,67,100,85,100,100,89,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,Very easy survey easily explained ,Meta-P Condition,Pass
R_26gwEDcoPO46QEu,18-34,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,2,100,100,3,100,100,100,100,100,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_tYwR6J4v2IWQ6MF,18-34,Non-Hispanic White,Some College (No Degree),$50K - $100K,Male,,Republican,69,73,79,76,80,68,69,34,60,100,88,100,96,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,I feel that overall this was a well organized survey ,Meta-P Condition,Pass
R_6gvqzfOnyLjzvfb,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,40,44,58,82,77,46,48,47,56,59,61,57,58,61,Democratic Party,No,Ingroup-P Condition,Pass
R_6s2QngFcT5mEUy5,18-34,Non-Hispanic White,College Degree,$0 - $50K,Male,,Republican,78,83,77,100,80,85,71,65,76,39,37,73,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2zkxmzqFifDyRgs,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,72,60,58,65,65,74,72,60,63,75,66,61,63,60,67,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_3npgyDvfJCZZogE,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,75,32,64,75,38,69,93,69,35,65,70,37,36,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,none,Meta-P Condition,Pass
R_31RCaf1bXsORyLt,18-34,Non-Hispanic White,College Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,79,68,75,37,30,35,91,91,95,32,36,34,42,38,32,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_22VQcaLM2sU6CVu,18-34,Non-Hispanic White,College Degree,$0 - $50K,Male,,Republican,81,91,100,93,81,100,90,71,91,87,71,81,81,70,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,the questions were very well communicated and were easy to answer.,Meta-P Condition,Pass
R_1dy3RxNbRhkn6dY,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,77,83,79,67,80,61,60,71,99,70,82,90,72,84,Democratic Party,,Ingroup-P Condition,Pass
R_21vWGbusYMHewJl,18-34,Non-Hispanic White,College Degree,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,18,34,2,12,9,20,23,15,15,13,17,29,31,21,23,,,,,,,,,,,,,,,,Democratic Party,It is an interesting survey.,Actual-P Condition,Pass
R_28IeHNjeIHWSJ4I,55+,Non-Hispanic White,College Degree,$200K+,Female,,Republican,,,,,,,,,,,,,,,,91,94,93,4,10,10,81,87,81,63,59,63,16,21,6,,,,,,,,,,,,,,,,Democratic Party,It was very interesting!,Actual-P Condition,Pass
R_3fN6A9XWx06eJCD,35-54,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,32,75,76,71,74,83,30,71,64,26,70,65,10,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,well,Meta-P Condition,Pass
R_rjQbgZ45iiLzGpj,35-54,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,99,100,99,100,100,100,100,100,100,82,60,73,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,n/a,Meta-P Condition,Pass
R_29ndBgBtDbJ7I4D,18-34,Non-Hispanic White,College Degree,$200K+,Female,,Republican,,,,,,,,,,,,,,,,69,69,71,100,100,100,1,1,1,79,77,76,78,74,73,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_12FsuZru245Ti4R,55+,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,50,50,50,100,100,100,100,100,100,50,50,49,Democratic Party,ITS AMAZING ALL ACTIONS WERE THE DEMOCRACTS,Ingroup-P Condition,Pass
R_332aDhjWMIRytZQ,55+,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,81,100,1,1,1,60,1,60,1,11,1,1,1,1,Democratic Party,No.,Ingroup-P Condition,Pass
R_1DA3UlRhYYv06u4,18-34,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,,,,,,,,,,,,,,,,89,81,99,92,82,83,99,88,86,100,90,100,91,92,93,,,,,,,,,,,,,,,,Democratic Party,It was very effective,Actual-P Condition,Pass
R_2fqFD5PNTAezyGA,35-54,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,89,82,86,90,91,88,85,73,76,81,92,93,99,92,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2eakUTNolCjMvy4,35-54,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,100,100,100,98,100,100,97,100,100,100,100,100,97,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,too much well,Meta-P Condition,Pass
R_2474MXQL2QOOD7z,18-34,Non-Hispanic White,College Degree,$200K+,Male,,Republican,,,,,,,,,,,,,,,,71,55,53,52,12,17,69,51,57,30,1,1,35,1,1,,,,,,,,,,,,,,,,Democratic Party,Good survey!,Actual-P Condition,Pass
R_1kTTWo7vCu1rI4v,55+,Non-Hispanic White,College Degree,$200K+,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,92,93,60,19,43,50,61,61,60,60,61,71,60,71,Democratic Party,,Ingroup-P Condition,Pass
R_1rqy1dvxsuu3ZUq,18-34,Non-Hispanic White,Some College (No Degree),$200K+,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_3EzJrvBtk1BK0Lx,55+,Non-Hispanic White,Graduate Degree,$200K+,Female,,Republican,79,78,72,55,57,56,53,54,54,54,54,57,44,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_s6ldDDMVdZpTRvj,55+,Non-Hispanic White,College Degree,$200K+,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,93,92,81,64,71,24,21,19,19,77,71,90,85,86,Democratic Party,,Ingroup-P Condition,Pass
R_1XKPUIAoAFMA3Yd,35-54,Non-Hispanic White,College Degree,$200K+,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,91,96,64,64,60,86,99,93,66,70,71,77,74,68,Democratic Party,"No, it was pretty straightforward ",Ingroup-P Condition,Pass
R_2cvAoQdn6KHq5OV,35-54,Non-Hispanic White,College Degree,$200K+,Female,,Republican,100,100,100,100,100,100,93,71,91,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,I wouldn't mind answering more questions,Meta-P Condition,Pass
R_1P1WPaEp3c55Bxo,35-54,Non-Hispanic White,Graduate Degree,$200K+,Male,,Republican,91,88,87,100,8,9,79,97,100,18,82,7,84,87,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No comment,Meta-P Condition,Pass
R_1Kkf7kcXqGr67f7,35-54,Non-Hispanic White,Graduate Degree,$200K+,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,19,13,14,90,90,100,18,16,21,30,28,29,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_3gXYmH0HhtS2uAQ,35-54,Non-Hispanic White,Graduate Degree,$200K+,Female,,Democrat,91,100,100,100,91,81,9,20,19,71,81,91,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_1nUhRoToHKjx5JK,55+,Non-Hispanic White,Graduate Degree,$200K+,Female,,Democrat,,,,,,,,,,,,,,,,35,65,67,18,13,8,88,73,88,12,1,10,53,25,1,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_OoL5six1jMjo6LT,35-54,Non-Hispanic White,College Degree,$200K+,Female,,Democrat,100,100,100,100,98,100,100,100,95,100,100,100,99,92,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,Great survey thanks,Meta-P Condition,Pass
R_1DwBIzDzguvwUsg,35-54,"American Ind./Alaskan Native, or Other",College Degree,$200K+,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,100,100,100,1,13,1,89,70,100,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2ro1OoKN3PjpeZy,18-34,Non-Hispanic White,Graduate Degree,$200K+,Male,,Democrat,,,,,,,,,,,,,,,,65,64,37,59,35,71,40,35,93,96,100,100,34,39,62,,,,,,,,,,,,,,,,Republican Party,Nothing in particular to mention aside from it being a very straightforward survey which is nice. ,Actual-P Condition,Pass
R_bjiIS7RCitjjRJL,35-54,Non-Hispanic White,College Degree,$200K+,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,56,72,56,100,100,100,57,66,62,94,100,81,Republican Party,,Ingroup-P Condition,Pass
R_1DBGxzYCPlY43D1,55+,Non-Hispanic White,College Degree,$200K+,Male,,Democrat,100,100,100,60,59,57,70,70,92,73,61,71,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,No,Meta-P Condition,Pass
R_3Jru85HbzBoV1Vl,18-34,Non-Hispanic White,College Degree,$200K+,Male,,Democrat,92,91,84,89,97,93,78,66,91,75,51,100,90,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,nop,Meta-P Condition,Pass
R_1rDi9w9MvQ8vCC6,18-34,Non-Hispanic White,Graduate Degree,$200K+,Male,,Democrat,,,,,,,,,,,,,,,,98,97,97,82,97,95,82,94,89,83,92,87,92,93,85,,,,,,,,,,,,,,,,Republican Party,good and appropriate survey,Actual-P Condition,Pass
